"contact_id","first_name","last_name","email","category_id","category","subcategory_id","subcategory","cf_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launch_date","end_date"
3733,"Liliana","Barber","liliana.barber@libero.it","cat4","theater","subcat4","plays",353,"Johnson-Contreras","Diverse scalable superstructure",96700,81136,"failed",1979,"US","USD","2020-06-15","2021-05-29"
2594,"Caridad","Carr","caridad.carr@huhn.com","cat3","technology","subcat9","wearables",400,"Greene, Lloyd and Sims","Balanced leadingedge data-warehouse",2100,1768,"failed",63,"US","USD","2021-05-01","2021-09-02"
3909,"Lolita","Borrego","lolita.borrego@gmail.com","cat4","theater","subcat4","plays",930,"Smith-Sparks","Digitized bandwidth-monitored open architecture",8300,12944,"successful",147,"US","USD","2021-09-20","2021-09-27"
5179,"Gunar","Patrick","gunar.patrick@leroy.com","cat5","film & video","subcat11","animation",1281,"Rosario-Smith","Enterprise-wide intermediate portal",189200,188480,"failed",6080,"CA","CAD","2021-05-16","2021-07-22"
2228,"Leokadia","Verdier","leokadia.verdier@hotmail.com.au","cat2","music","subcat8","indie rock",726,"Avila, Ford and Welch","Focused leadingedge matrix",9000,7227,"failed",80,"GB","GBP","2020-05-24","2021-05-26"
6222,"Hanna","Reid","hanna.reid@salas.org","cat7","games","subcat12","video games",2177,"Gallegos Inc","Seamless logistical encryption",5100,574,"failed",9,"US","USD","2020-04-29","2021-04-04"
2354,"Edelgard","Kreusel","edelgard.kreusel@hotmail.com","cat6","publishing","subcat14","fiction",1652,"Morrow, Santiago and Soto","Stand-alone human-resource workforce",105000,96328,"failed",1784,"US","USD","2021-05-05","2021-05-26"
1725,"Svenja","Perrin","svenja.perrin@berger.com","cat7","games","subcat12","video games",65,"Berry-Richardson","Automated zero tolerance implementation",186700,178338,"live",3640,"CH","CHF","2020-05-28","2021-05-29"
2960,"Pierluigi","Taccola","pierluigi.taccola@gmx.de","cat4","theater","subcat4","plays",911,"Cordova-Torres","Pre-emptive grid-enabled contingency",1600,8046,"successful",126,"CA","CAD","2021-01-25","2021-02-05"
2077,"Cilli","Watts","cilli.watts@yahoo.com","cat2","music","subcat8","indie rock",2082,"Holt, Bernard and Johnson","Multi-lateral didactic encoding",115600,184086,"successful",2218,"GB","GBP","2021-01-04","2021-04-11"
5662,"Emiliano","Wells","emiliano.wells@gmx.de","cat5","film & video","subcat7","drama",458,"Clark, Mccormick and Mendoza","Self-enabling didactic orchestration",89100,13385,"failed",243,"US","USD","2021-05-23","2021-06-25"
3481,"April","Davids","april.davids@fisher.info","cat4","theater","subcat4","plays",1085,"Garrison LLC","Profit-focused 24/7 data-warehouse",2600,12533,"successful",202,"IT","EUR","2021-01-28","2022-01-02"
2565,"Dolores","Didier","dolores.didier@yahoo.com.au","cat6","publishing","subcat14","fiction",1451,"Shannon-Olson","Enhanced methodical middleware",9800,14697,"successful",140,"IT","EUR","2020-10-14","2021-05-30"
4436,"Sylvia","Bonomo","sylvia.bonomo@poulain.com","cat5","film & video","subcat5","documentary",1068,"Murillo-Mcfarland","Synchronized client-driven projection",84400,98935,"successful",1052,"DK","DKK","2020-10-10","2021-04-18"
5072,"Nelly","Marsh","nelly.marsh@hotmail.it","cat7","games","subcat21","mobile games",241,"Young, Gilbert and Escobar","Networked didactic time-frame",151300,57034,"failed",1296,"US","USD","2020-10-11","2021-06-07"
5200,"Beth","Miniati","beth.miniati@hudson.net","cat1","food","subcat1","food trucks",2654,"Thomas, Welch and Santana","Assimilated exuding toolset",9800,7120,"failed",77,"US","USD","2021-01-13","2021-05-05"
4502,"Renee","Merino","renee.merino@gmail.com","cat8","photography","subcat15","photography books",159,"Brown-Pena","Front-line client-server secured line",5300,14097,"successful",247,"US","USD","2020-03-08","2021-02-26"
4945,"Hailey","Russell","hailey.russell@jourdan.org","cat7","games","subcat21","mobile games",1010,"Holder, Caldwell and Vance","Polarized systemic Internet solution",178000,43086,"failed",395,"IT","EUR","2020-09-17","2021-05-25"
3012,"Raphaela","Gotthard","raphaela.gotthard@outlook.com","cat2","music","subcat8","indie rock",1807,"Harrison-Bridges","Profit-focused exuding moderator",77000,1930,"failed",49,"GB","GBP","2021-03-04","2021-09-21"
6094,"Pomponio","Comencini","pomponio.comencini@hotmail.co.uk","cat7","games","subcat12","video games",1135,"Johnson, Murphy and Peterson","Cross-group high-level moderator",84900,13864,"failed",180,"US","USD","2021-01-28","2021-08-11"
3815,"Leone","Richardson","leone.richardson@yahoo.com","cat2","music","subcat2","rock",1859,"Taylor Inc","Public-key 3rdgeneration system engine",2800,7742,"successful",84,"US","USD","2020-08-02","2021-05-24"
4838,"Valentine","Acosta","valentine.acosta@peters.net","cat4","theater","subcat4","plays",1265,"Deleon and Sons","Organized value-added access",184800,164109,"failed",2690,"US","USD","2021-01-11","2021-12-28"
3469,"Ricciotti","Laureano","ricciotti.laureano@parsons.com","cat4","theater","subcat4","plays",2648,"Benjamin, Paul and Ferguson","Cloned global Graphical User Interface",4200,6870,"successful",88,"US","USD","2020-12-17","2021-08-09"
4874,"Jacques","Heidrich","jacques.heidrich@zamudio-chapa.com","cat5","film & video","subcat7","drama",141,"Hardin-Dixon","Focused solution-oriented matrix",1300,12597,"successful",156,"US","USD","2021-06-20","2022-01-31"
1792,"Anne","Snow","anne.snow@gmail.com","cat4","theater","subcat4","plays",1944,"York-Pitts","Monitored discrete toolset",66100,179074,"successful",2985,"US","USD","2021-10-19","2022-02-23"
4356,"Sonia","Volta","sonia.volta@gmx.de","cat3","technology","subcat9","wearables",3187,"Jarvis and Sons","Business-focused intermediate system engine",29500,83843,"successful",762,"US","USD","2021-05-21","2021-07-20"
6196,"Dale","Leblanc","dale.leblanc@stewart.com","cat2","music","subcat8","indie rock",1436,"Morrison-Henderson","De-engineered disintermediate encoding",100,4,"canceled",1,"CH","CHF","2021-06-18","2021-11-12"
3578,"Alejandro","Cruz","alejandro.cruz@hotmail.com","cat3","technology","subcat3","web",1384,"Martin-James","Streamlined upward-trending analyzer",180100,105598,"failed",2779,"AU","AUD","2021-01-11","2021-03-30"
4491,"Elsa","Cugia","elsa.cugia@yahoo.com","cat4","theater","subcat4","plays",2446,"Mercer, Solomon and Singleton","Distributed human-resource policy",9000,8866,"failed",92,"US","USD","2020-12-04","2021-05-27"
3054,"Geronimo","Pechel","geronimo.pechel@hotmail.com","cat2","music","subcat2","rock",2215,"Dougherty, Austin and Mills","De-engineered 5thgeneration contingency",170600,75022,"failed",1028,"US","USD","2020-12-11","2021-05-26"
1968,"Melania","Klemm","melania.klemm@seidel.com","cat2","music","subcat8","indie rock",2704,"Ritter PLC","Multi-channeled upward-trending application",9500,14408,"successful",554,"CA","CAD","2020-12-25","2021-07-12"
5869,"Katherine","Cooley","katherine.cooley@yahoo.com","cat2","music","subcat2","rock",2470,"Anderson Group","Organic maximized database",6300,14089,"successful",135,"DK","DKK","2020-05-09","2021-05-01"
5858,"Guillermo","Larsen","guillermo.larsen@yahoo.com","cat6","publishing","subcat19","translations",1056,"Smith and Sons","Grass-roots 24/7 attitude",5200,12467,"successful",122,"US","USD","2020-04-01","2021-03-01"
5203,"Jill","Barrios","jill.barrios@gmail.com","cat5","film & video","subcat23","science fiction",1278,"Lam-Hamilton","Team-oriented global strategy",6000,11960,"successful",221,"US","USD","2021-06-14","2021-08-18"
2577,"Austin","Musatti","austin.musatti@tin.it","cat4","theater","subcat4","plays",2987,"Ho Ltd","Enhanced client-driven capacity",5800,7966,"successful",126,"US","USD","2020-08-03","2021-03-30"
3216,"Jacinto","Rose","jacinto.rose@yahoo.com","cat4","theater","subcat4","plays",417,"Brown, Estrada and Jensen","Exclusive systematic productivity",105300,106321,"successful",1022,"US","USD","2020-09-19","2021-05-22"
2037,"Lucie","Redi","lucie.redi@googlemail.com","cat5","film & video","subcat11","animation",670,"Hunt LLC","Re-engineered radical policy",20000,158832,"successful",3177,"US","USD","2021-06-21","2022-02-07"
3867,"Tania","Chapman","tania.chapman@remy.com","cat4","theater","subcat4","plays",1427,"Fowler-Smith","Down-sized logistical adapter",3000,11091,"successful",198,"CH","CHF","2021-03-03","2021-11-19"
5109,"Alexandria","Best","alexandria.best@yahoo.co.uk","cat2","music","subcat2","rock",2918,"Blair Inc","Configurable bandwidth-monitored throughput",9900,1269,"failed",26,"CH","CHF","2021-02-05","2021-11-04"
1376,"Edward","Scott","edward.scott@yahoo.com","cat5","film & video","subcat5","documentary",306,"Kelley, Stanton and Sanchez","Optional tangible pricing structure",3700,5107,"successful",85,"AU","AUD","2021-03-29","2021-09-29"
5260,"Jake","Wiley","jake.wiley@outlook.com","cat4","theater","subcat4","plays",1714,"Hernandez-Macdonald","Organic high-level implementation",168700,141393,"failed",1790,"US","USD","2020-04-27","2021-05-18"
2350,"Claudio","Reuter","claudio.reuter@morgan-collins.org.au","cat4","theater","subcat4","plays",1354,"Joseph LLC","Decentralized logistical collaboration",94900,194166,"successful",3596,"US","USD","2021-01-20","2021-05-11"
2269,"Laure","Traetta","laure.traetta@kay-perkins.co.uk","cat2","music","subcat6","electric music",810,"Webb-Smith","Advanced content-based installation",9300,4124,"failed",37,"US","USD","2021-09-04","2021-11-29"
3650,"Magarete","Valentin","magarete.valentin@yahoo.com","cat2","music","subcat2","rock",304,"Johns PLC","Distributed high-level open architecture",6800,14865,"successful",244,"US","USD","2020-11-01","2021-06-12"
3934,"Paige","Hill","paige.hill@jones.org.au","cat4","theater","subcat4","plays",752,"Hardin-Foley","Synergized zero tolerance help-desk",72400,134688,"successful",5180,"US","USD","2020-06-21","2021-05-21"
4048,"Fulvio","Curiel","fulvio.curiel@reynolds.com","cat5","film & video","subcat11","animation",2254,"Fischer, Fowler and Arnold","Extended multi-tasking definition",20100,47705,"successful",589,"IT","EUR","2021-06-08","2022-01-21"
4266,"Thibaut","Camarillo","thibaut.camarillo@hotmail.com","cat2","music","subcat2","rock",1654,"Martinez-Juarez","Realigned uniform knowledge user",31200,95364,"successful",2725,"US","USD","2021-06-07","2021-10-31"
3863,"Romana","Blanchard","romana.blanchard@googlemail.com","cat5","film & video","subcat13","shorts",2729,"Wilson and Sons","Monitored grid-enabled model",3500,3295,"failed",35,"IT","EUR","2021-05-16","2021-10-11"
4922,"Thibault","Savorgnan","thibault.savorgnan@butler.biz","cat2","music","subcat2","rock",913,"Clements Group","Assimilated actuating policy",9000,4896,"canceled",94,"US","USD","2021-02-10","2021-04-08"
4517,"Alexander","Pausini","alexander.pausini@gonzalez.info","cat9","journalism","subcat24","audio",1388,"Valenzuela-Cook","Total incremental productivity",6700,7496,"successful",300,"US","USD","2021-01-04","2021-10-04"
3123,"Emmanuelle","Keller","emmanuelle.keller@morton-clarke.com","cat4","theater","subcat4","plays",1172,"Fuentes LLC","Universal zero-defect concept",83300,52421,"failed",558,"US","USD","2021-04-09","2021-11-29"
3870,"Isabella","Deleon","isabella.deleon@web.de","cat4","theater","subcat4","plays",2579,"Moran and Sons","Object-based bottom-line superstructure",9700,6298,"failed",64,"US","USD","2021-05-10","2021-06-30"
2996,"Timothy","Weitzel","timothy.weitzel@gmail.com","cat2","music","subcat18","jazz",2371,"Stevens Inc","Adaptive 24hour projection",8200,1546,"canceled",37,"US","USD","2021-10-08","2021-11-27"
2993,"Alfredo","Ingram","alfredo.ingram@hotmail.com","cat5","film & video","subcat23","science fiction",359,"Martinez-Johnson","Sharable radical toolset",96500,16168,"failed",245,"US","USD","2021-04-29","2021-12-14"
4556,"Francesca","Kade","francesca.kade@luna-rael.org","cat2","music","subcat18","jazz",1423,"Franklin Inc","Focused multimedia knowledgebase",6200,6269,"successful",87,"US","USD","2020-05-01","2021-04-13"
2326,"Tonia","Coleman","tonia.coleman@hotmail.com","cat4","theater","subcat4","plays",2239,"Perez PLC","Seamless 6thgeneration extranet",43800,149578,"successful",3116,"US","USD","2020-06-28","2021-06-05"
4109,"Gottfried","Barbe","gottfried.barbe@hotmail.com","cat3","technology","subcat3","web",1835,"Sanchez, Cross and Savage","Sharable mobile knowledgebase",6000,3841,"failed",71,"US","USD","2021-02-15","2021-05-05"
5739,"Jeffrey","Trommler","jeffrey.trommler@yahoo.com","cat7","games","subcat12","video games",2097,"Pineda Ltd","Cross-group global system engine",8700,4531,"failed",42,"US","USD","2020-08-11","2021-10-08"
5887,"Giacobbe","Owens","giacobbe.owens@huet.fr","cat5","film & video","subcat5","documentary",1165,"Powell and Sons","Centralized clear-thinking conglomeration",18900,60934,"successful",909,"US","USD","2020-10-17","2021-07-31"
1651,"Conchita","Pagliaro","conchita.pagliaro@googlemail.com","cat3","technology","subcat3","web",1368,"Nunez-Richards","De-engineered cohesive system engine",86400,103255,"successful",1613,"US","USD","2020-10-12","2021-10-21"
1628,"Kevin","Delahaye","kevin.delahaye@ellis-wilson.com","cat6","publishing","subcat19","translations",2331,"Pugh LLC","Reactive analyzing function",8900,13065,"successful",136,"US","USD","2020-08-15","2021-07-04"
2642,"Rouven","Ovadia","rouven.ovadia@gmail.com","cat2","music","subcat2","rock",3145,"Rowe-Wong","Robust hybrid budgetary management",700,6654,"successful",130,"US","USD","2021-07-16","2021-12-17"
6020,"Piermaria","Laporte","piermaria.laporte@wesack.com","cat1","food","subcat1","food trucks",2313,"Williams-Santos","Open-source analyzing monitoring",9400,6852,"failed",156,"CA","CAD","2021-01-15","2021-04-08"
4747,"Karolin","Johann","karolin.johann@hotmail.com","cat4","theater","subcat4","plays",251,"Weber Inc","Up-sized discrete firmware",157600,124517,"failed",1368,"GB","GBP","2021-01-13","2021-11-02"
5534,"Steven","Folliero","steven.folliero@noos.fr","cat5","film & video","subcat5","documentary",1956,"Avery, Brown and Parker","Exclusive intangible extranet",7900,5113,"failed",102,"US","USD","2020-08-11","2021-06-25"
4790,"Livio","Rosselli","livio.rosselli@green.co.uk","cat6","publishing","subcat16","radio & podcasts",1575,"Cox Group","Synergized analyzing process improvement",7100,5824,"failed",86,"AU","AUD","2021-01-20","2021-04-29"
4632,"Gaetano","Leonardi","gaetano.leonardi@despacho.com","cat7","games","subcat12","video games",1917,"Jensen LLC","Realigned dedicated system engine",600,6226,"successful",102,"US","USD","2020-10-27","2021-09-11"
1952,"Cynthia","Robinson","cynthia.robinson@gilles.net","cat4","theater","subcat4","plays",2447,"Brown Inc","Object-based bandwidth-monitored concept",156800,20243,"failed",253,"US","USD","2021-09-19","2021-12-04"
4388,"Eleni","Aponte","eleni.aponte@club-internet.fr","cat5","film & video","subcat11","animation",1813,"Hale-Hayes","Ameliorated client-driven open system",121600,188288,"successful",4006,"US","USD","2021-01-05","2021-11-27"
5529,"Noelia","Romo","noelia.romo@yahoo.com","cat4","theater","subcat4","plays",367,"Mcbride PLC","Upgradable leadingedge Local Area Network",157300,11167,"failed",157,"US","USD","2020-10-18","2021-02-25"
1316,"Evelyn","Haynes","evelyn.haynes@clark.info","cat4","theater","subcat4","plays",1803,"Harris-Jennings","Customizable intermediate data-warehouse",70300,146595,"successful",1629,"US","USD","2021-05-01","2021-09-16"
1670,"Katharine","Zaccagnini","katharine.zaccagnini@hotmail.com","cat5","film & video","subcat7","drama",284,"Becker-Scott","Managed optimizing archive",7900,7875,"failed",183,"US","USD","2021-12-23","2021-12-26"
4909,"Lea","Merle","lea.merle@stey.de","cat4","theater","subcat4","plays",2603,"Todd, Freeman and Henry","Diverse systematic projection",73800,148779,"successful",2188,"US","USD","2020-10-17","2021-06-01"
3401,"Marta","Huynh","marta.huynh@hernandez.info","cat2","music","subcat2","rock",653,"Martinez, Garza and Young","Up-sized web-enabled info-mediaries",108500,175868,"successful",2409,"IT","EUR","2021-01-06","2021-10-27"
4619,"Amador","Riley","amador.riley@hotmail.com","cat5","film & video","subcat5","documentary",1131,"Smith-Ramos","Persevering optimizing Graphical User Interface",140300,5112,"failed",82,"DK","DKK","2020-09-20","2021-06-27"
4722,"Julie","Coles","julie.coles@hotmail.fr","cat1","food","subcat1","food trucks",349,"Brown-George","Cross-platform tertiary array",100,5,"failed",1,"GB","GBP","2021-04-20","2021-06-30"
2188,"Beverley","Telesio","beverley.telesio@regnier.fr","cat3","technology","subcat9","wearables",2509,"Waters and Sons","Inverse neutral structure",6300,13018,"successful",194,"US","USD","2021-08-12","2022-01-16"
5497,"Corinne","Mitschke","corinne.mitschke@hauffer.net","cat4","theater","subcat4","plays",3139,"Brown Ltd","Quality-focused system-worthy support",71100,91176,"successful",1140,"US","USD","2020-11-08","2021-05-21"
5711,"Valerie","Ortega","valerie.ortega@tele2.it","cat4","theater","subcat4","plays",480,"Christian, Yates and Greer","Vision-oriented 5thgeneration array",5300,6342,"successful",102,"US","USD","2021-02-16","2021-11-04"
4076,"Carlos","Delle","carlos.delle@hicks.com","cat4","theater","subcat4","plays",1205,"Cole, Hernandez and Rodriguez","Cross-platform logistical circuit",88700,151438,"successful",2857,"US","USD","2021-03-27","2021-10-01"
1847,"Christina","Besnard","christina.besnard@delorme.com","cat6","publishing","subcat10","nonfiction",291,"Ortiz, Valenzuela and Collins","Profound solution-oriented matrix",3300,6178,"successful",107,"US","USD","2021-01-04","2021-07-28"
2816,"Rosario","Jacques","rosario.jacques@yahoo.com","cat2","music","subcat2","rock",1758,"Valencia PLC","Extended asynchronous initiative",3400,6405,"successful",160,"GB","GBP","2021-05-13","2021-08-21"
5019,"Celal","Fischer","celal.fischer@aol.de","cat1","food","subcat1","food trucks",766,"Gordon, Mendez and Johnson","Fundamental needs-based frame",137600,180667,"successful",2230,"US","USD","2020-08-29","2021-08-05"
4869,"Leonardo","Guzman","leonardo.guzman@andreozzi-abba.com","cat2","music","subcat18","jazz",569,"Johnson Group","Compatible full-range leverage",3900,11075,"successful",316,"US","USD","2021-02-28","2021-05-08"
3613,"Clinton","Mason","clinton.mason@yahoo.com","cat5","film & video","subcat23","science fiction",50,"Rose-Fuller","Upgradable holistic system engine",10000,12042,"successful",117,"US","USD","2021-09-28","2021-10-04"
3069,"Loretta","Mallet","loretta.mallet@sansoni-toscani.it","cat4","theater","subcat4","plays",1875,"Hughes, Mendez and Patterson","Stand-alone multi-state data-warehouse",42800,179356,"successful",6406,"US","USD","2021-09-30","2022-02-01"
2601,"Lorenzo","Roero","lorenzo.roero@hotmail.co.uk","cat4","theater","subcat4","plays",3040,"Brady, Cortez and Rodriguez","Multi-lateral maximized core",8200,1136,"canceled",15,"US","USD","2021-03-05","2021-07-02"
2133,"Lando","Gutierrez","lando.gutierrez@heser.com","cat2","music","subcat6","electric music",179,"Wang, Nguyen and Horton","Innovative holistic hub",6200,8645,"successful",192,"US","USD","2021-09-10","2021-11-05"
3164,"Elaine","Patterson","elaine.patterson@rose-morris.org","cat4","theater","subcat4","plays",114,"Santos, Williams and Brown","Reverse-engineered 24/7 methodology",1100,1914,"successful",26,"CA","CAD","2020-08-21","2021-08-03"
3897,"Marcella","Govoni","marcella.govoni@barkholz.net","cat4","theater","subcat4","plays",260,"Barnett and Sons","Business-focused dynamic info-mediaries",26500,41205,"successful",723,"US","USD","2021-04-06","2021-12-17"
5663,"Ettore","Amaldi","ettore.amaldi@germain.com","cat4","theater","subcat4","plays",1810,"Petersen-Rodriguez","Digitized clear-thinking installation",8500,14488,"successful",170,"IT","EUR","2021-06-28","2021-11-20"
3879,"Rufino","Gallegos","rufino.gallegos@webster-newton.co.uk","cat2","music","subcat8","indie rock",68,"Burnett-Mora","Quality-focused 24/7 superstructure",6400,12129,"successful",238,"GB","GBP","2020-09-06","2021-08-01"
5900,"Georges","Richards","georges.richards@macdonald.com","cat4","theater","subcat4","plays",1148,"King LLC","Multi-channeled local intranet",1400,3496,"successful",55,"US","USD","2021-01-18","2021-12-31"
2272,"Janice","Infantino","janice.infantino@hotmail.com","cat6","publishing","subcat10","nonfiction",2489,"Miller Ltd","Open-architected mobile emulation",198600,97037,"failed",1198,"US","USD","2020-11-10","2021-10-30"
5436,"Svetlana","Montanariello","svetlana.montanariello@putz.de","cat4","theater","subcat4","plays",1586,"Case LLC","Ameliorated foreground methodology",195900,55757,"failed",648,"US","USD","2020-02-28","2021-03-01"
3676,"Agnolo","Cedillo","agnolo.cedillo@laboratorios.biz","cat8","photography","subcat15","photography books",2339,"Swanson, Wilson and Baker","Synergized well-modulated project",4300,11525,"successful",128,"AU","AUD","2021-02-25","2021-05-07"
4676,"Hannah","Jockel","hannah.jockel@ceravolo-tonisto.eu","cat4","theater","subcat4","plays",1687,"Dean, Fox and Phillips","Extended context-sensitive forecast",25600,158669,"successful",2144,"US","USD","2021-12-03","2021-12-31"
1563,"Yvonne","Stout","yvonne.stout@sims.edu","cat2","music","subcat8","indie rock",1260,"Smith-Smith","Total leadingedge neural-net",189000,5916,"failed",64,"US","USD","2021-03-10","2021-05-26"
4349,"Anouk","Pace","anouk.pace@gmail.com","cat4","theater","subcat4","plays",2240,"Smith, Scott and Rodriguez","Organic actuating protocol",94300,150806,"successful",2693,"GB","GBP","2020-04-24","2021-02-24"
1658,"Esteban","Valdez","esteban.valdez@hotmail.com","cat8","photography","subcat15","photography books",1762,"White, Robertson and Roberts","Down-sized national software",5100,14249,"successful",432,"US","USD","2020-05-09","2021-05-22"
2552,"Angelina","Davies","angelina.davies@hotmail.com","cat4","theater","subcat4","plays",331,"Martinez Inc","Organic upward-trending Graphical User Interface",7500,5803,"failed",62,"US","USD","2020-07-05","2021-06-08"
4847,"Anastasie","Cadena","anastasie.cadena@live.com","cat4","theater","subcat4","plays",1330,"Tucker, Mccoy and Marquez","Synergistic tertiary budgetary management",6400,13205,"successful",189,"US","USD","2020-11-03","2021-06-03"
1553,"Hansjoachim","Lettiere","hansjoachim.lettiere@hall-mcdaniel.net","cat1","food","subcat1","food trucks",427,"Martin, Lee and Armstrong","Open-architected incremental ability",1600,11108,"successful",154,"GB","GBP","2020-11-18","2021-08-05"
2632,"Yeni","Tejada","yeni.tejada@olson.edu.au","cat2","music","subcat8","indie rock",2929,"Dunn, Moreno and Green","Intuitive object-oriented task-force",1900,2884,"successful",96,"US","USD","2021-02-23","2021-02-28"
1908,"Dulce","Adinolfi","dulce.adinolfi@hotmail.com","cat4","theater","subcat4","plays",2940,"Jackson, Martinez and Ray","Multi-tiered executive toolset",85900,55476,"failed",750,"US","USD","2021-04-05","2022-01-19"
5801,"Sean","Mielcarek","sean.mielcarek@gmail.com","cat4","theater","subcat4","plays",2047,"Patterson-Johnson","Grass-roots directional workforce",9500,5973,"canceled",87,"US","USD","2021-08-30","2021-12-01"
1935,"Omar","Fonseca","omar.fonseca@grupo.org","cat4","theater","subcat4","plays",536,"Carlson-Hernandez","Quality-focused real-time solution",59200,183756,"successful",3063,"US","USD","2021-08-21","2022-01-26"
2609,"Henry","Gucci","henry.gucci@leleu.fr","cat4","theater","subcat4","plays",238,"Parker PLC","Reduced interactive matrix",72100,30902,"live",278,"US","USD","2021-01-05","2021-07-21"
2740,"Samira","Bottaro","samira.bottaro@vasseur.fr","cat5","film & video","subcat11","animation",30,"Yu and Sons","Adaptive context-sensitive architecture",6700,5569,"failed",105,"US","USD","2021-09-28","2021-12-17"
1907,"Korinna","Arnold","korinna.arnold@zapata-saenz.biz","cat5","film & video","subcat20","television",1151,"Taylor, Johnson and Hernandez","Polarized incremental portal",118200,92824,"canceled",1658,"US","USD","2021-08-29","2021-09-24"
1831,"Marcela","Ferrante","marcela.ferrante@gmx.de","cat5","film & video","subcat20","television",1484,"Mack Ltd","Reactive regional access",139000,158590,"successful",2266,"US","USD","2021-01-14","2021-02-16"
5177,"Douglas","Amaya","douglas.amaya@favata-brenna.net","cat5","film & video","subcat11","animation",1941,"Lamb-Sanders","Stand-alone reciprocal frame",197700,127591,"failed",2604,"DK","DKK","2021-04-30","2021-12-26"
6179,"Katherina","Barrientos","katherina.barrientos@trobbiani.eu","cat4","theater","subcat4","plays",546,"Williams-Ramirez","Open-architected 24/7 throughput",8500,6750,"failed",65,"US","USD","2021-01-14","2021-11-04"
2917,"Brittany","Tran","brittany.tran@tele2.it","cat4","theater","subcat4","plays",221,"Weaver Ltd","Monitored 24/7 approach",81600,9318,"failed",94,"US","USD","2020-04-12","2021-01-14"
1486,"Caroline","Reeves","caroline.reeves@yahoo.com","cat5","film & video","subcat7","drama",2882,"Barnes-Williams","Upgradable explicit forecast",8600,4832,"live",45,"US","USD","2021-03-02","2021-12-02"
3735,"Joe","Michaud","joe.michaud@yahoo.fr","cat4","theater","subcat4","plays",2938,"Richardson, Woodward and Hansen","Pre-emptive context-sensitive support",119800,19769,"failed",257,"US","USD","2020-11-08","2021-07-24"
3838,"Marco","Vittadello","marco.vittadello@gmail.com","cat4","theater","subcat4","plays",785,"Hunt, Barker and Baker","Business-focused leadingedge instruction set",9400,11277,"successful",194,"CH","CHF","2021-05-08","2021-09-15"
2430,"Kim","Webb","kim.webb@yahoo.com.au","cat3","technology","subcat9","wearables",2785,"Ramos, Moreno and Lewis","Extended multi-state knowledge user",9200,13382,"successful",129,"CA","CAD","2021-02-13","2021-10-21"
2480,"Eugenia","Zichichi","eugenia.zichichi@yahoo.com","cat4","theater","subcat4","plays",876,"Harris Inc","Future-proofed modular groupware",14900,32986,"successful",375,"US","USD","2020-06-05","2021-04-22"
3431,"Aurore","Rosemann","aurore.rosemann@leoncavallo-rusticucci.com","cat4","theater","subcat4","plays",932,"Peters-Nelson","Distributed real-time algorithm",169400,81984,"failed",2928,"CA","CAD","2021-03-15","2021-10-01"
1742,"Giustino","Luzi","giustino.luzi@rolland.fr","cat2","music","subcat2","rock",507,"Ferguson, Murphy and Bright","Multi-lateral heuristic throughput",192100,178483,"failed",4697,"US","USD","2021-04-25","2021-10-10"
4628,"Anita","Galindo","anita.galindo@gmail.com","cat7","games","subcat12","video games",1672,"Robinson Group","Switchable reciprocal middleware",98700,87448,"failed",2915,"US","USD","2021-01-25","2021-11-24"
2385,"Gunhild","Carrillo","gunhild.carrillo@elliott-gilbert.org","cat6","publishing","subcat19","translations",917,"Jordan-Wolfe","Inverse multimedia Graphic Interface",4500,1863,"failed",18,"US","USD","2021-04-10","2021-04-25"
2213,"Rosa","Paul","rosa.paul@bien.com","cat1","food","subcat1","food trucks",2931,"Vargas-Cox","Vision-oriented local contingency",98600,62174,"canceled",723,"US","USD","2021-05-06","2021-06-22"
5188,"Marliese","Oneal","marliese.oneal@gmail.com","cat4","theater","subcat4","plays",2415,"Yang and Sons","Reactive 6thgeneration hub",121700,59003,"failed",602,"CH","CHF","2021-04-29","2021-11-21"
3418,"Bethany","Hartmann","bethany.hartmann@yahoo.com","cat2","music","subcat18","jazz",1805,"Wilson, Wilson and Mathis","Optional asymmetric success",100,2,"failed",1,"US","USD","2021-06-11","2021-10-26"
5637,"Irina","Martineau","irina.martineau@gmail.com","cat5","film & video","subcat13","shorts",495,"Wang, Koch and Weaver","Digitized analyzing capacity",196700,174039,"failed",3868,"IT","EUR","2021-08-01","2021-12-27"
3530,"Beatriz","Moulin","beatriz.moulin@pinto.com","cat3","technology","subcat3","web",2988,"Cisneros Ltd","Vision-oriented regional hub",10000,12684,"successful",409,"US","USD","2020-10-17","2021-08-24"
3731,"Lucas","Austin","lucas.austin@gmail.com","cat3","technology","subcat3","web",3169,"Williams-Jones","Monitored incremental info-mediaries",600,14033,"successful",234,"US","USD","2020-05-06","2021-05-31"
3219,"Carole","Nohlmans","carole.nohlmans@yahoo.com","cat2","music","subcat17","metal",467,"Roberts, Hinton and Williams","Programmable static middleware",35000,177936,"successful",3016,"US","USD","2020-07-04","2021-03-31"
2392,"Bozena","Schmitt","bozena.schmitt@vallet.com","cat8","photography","subcat15","photography books",1551,"Gonzalez, Williams and Benson","Multi-layered bottom-line encryption",6900,13212,"successful",264,"US","USD","2020-07-30","2021-07-03"
